Time,Absorbance
1.1600525379180908,1.8893
2.320986032485962,1.8899
3.473423719406128,1.8898
4.625674724578857,1.8898
5.7925591468811035,1.8901
6.94293737411499,1.8898
8.09967589378357,1.8896
9.261592388153076,1.8896
10.410466432571411,1.8902
